	Date	High	Low	Open	Close	Volume	Adj Close	Awesome	KAMA	MFI	ROC	RSI	Stochastic	Stochastic Signal	TSIIndicator	Ultimate	WilliamsRI	kama	ADI	ChaikinMF	EOM	ForceIndex	NVI	OBV	EoM	VPT	BolllingerHigh	BollingerHighIndicator	BollingerLow	BollingerLowIndicator	BollingerBandMovingAverage	DonchianHigh	DonchianHighIndicator	DonchianLow	DonchianLowIndicator	KeltnerChannelCentral	KeltnerChannelHigh	KeltnerChannelHighIndicator	KeltnerChannelLow	KeltnerChannelLowIndicator	AroonIndicator	AroonUp	CCI	DPO	EMA	Ichimoku_A	Ichimoku_B	KST	KSTSignal	MACD	MACDDiff	MACDSignal	MassIndex	PSAR_Down	PSAR_DownIndicator	PSAR_Up	PSAR_UpIndicator	TRIX	VortexIndicatorNeg	VortexIndicatorPos	CumulativeReturn	DailyLogReturn	DailyReturn
10	2019-09-23	9.390000343322754	9.199999809265137	9.220000267028809	9.34000015258789	33511100.0	9.33154010772705	0.08790912628173864	9.366157754977774			69.48215994217102	75.30867831404596	80.55425466026666	92.15003376308971		-24.691321685954033	9.366157754977774	125687334.52669762	0.23610926089921724	-0.0822117859884692		1031.7960386754785	138105800.0	0.017973633426208033	-412656.0088173999	9.560482720051477	0.0	9.041335538060652	0.0	9.300909129056064	9.420000076293945	0.0	8.960000038146973	0.0	9.312666765848796	9.312666765848796	0.0	9.069666735331218	0.0	4.0	36.0	22.325837690606168	1.2722639537357772		9.21749997138977	9.134999752044678	-116.80443607139527	-125.25949318637961				0.0		0.0	9.121628980957798	0.0				4.241072687757552	-0.32068154590008113	-0.32016791182064575
11	2019-09-24	9.350000381469727	8.960000038146973	9.3100004196167	8.970000267028809	53343000.0	8.961874961853027	0.06400003433227575	9.3547023658525			38.46762243681184	29.629703760653772	61.31690973575386	85.71317696957982		-70.37029623934623	9.3547023658525	75079933.19155475	0.1281949445789519	-0.10235644038490904		1031.7960386754785	84762800.0	0.007034535807015571	-2220450.629883531	9.581914203233401	0.0	8.964752577874185	0.0	9.273333390553793	9.420000076293945	0.0	8.960000038146973	0.0	9.311666774749757	9.311666774749757	0.0	9.066666793823241	1.0	4.0	36.0	-99.50566061332398	-0.31333335240682025	9.231750574029373	9.192499876022339	9.134999752044678	-117.48210742840581	-123.39228244904295				0.0	9.539999961853027	1.0		0.0				0.11160969686674349	-4.042056273798211	-3.9614548127878124
12	2019-09-25	9.199999809265137	8.9399995803833	8.960000038146973	9.15999984741211	43859400.0	9.151702880859375	0.03523070995624167	9.347477432486386		2.232140718902261	50.64961385688527	53.08642992793287	52.674937334210874	80.71354052548543		-46.91357007206713	9.347477432486386	105444157.94158226	0.16749679672082393	-0.05038863584761293		1053.651201278994	128622200.0	0.0022492715024631962	-1184143.52888022	9.567180260715277	0.0	8.962050590678201	0.0	9.26461542569674	9.420000076293945	0.0	8.960000038146973	0.0	9.2956667582194	9.2956667582194	0.0	9.054666678110758	0.0	4.0	36.0	-82.10839704323377	-0.12461508237398533	9.22071200070364	9.187499761581421	9.134999752044678	-117.82397879120496	-121.84329202227724				0.0	9.528399963378906	0.0		0.0				2.2321407189022535	2.096045618816955	2.118166942332045
13	2019-09-26	9.210000038146973	8.960000038146973	9.180000305175781	9.020000457763672	37229800.0	9.01183032989502	-0.02064292090279629	9.33276187663648	56.639117706604274	-1.3129089830587173	43.7729390903481	35.802563616519514	39.506232435035386	74.8081000020383		-64.19743638348048	9.33276187663648	86084786.91954857	0.12910926001403292	0.010072806812522431	90332.66174296639	1037.5474318970462	91392400.0	0.0028510819109292913	360003.3726521556	9.564761412554946	0.0	8.929524443419526	0.0	9.247142927987236	9.420000076293945	0.0	8.960000038146973	0.0	9.268666744232176	9.268666744232176	0.0	9.03266668319702	1.0	4.0	36.0	-88.85955726245179	0.1128567286900104	9.189833301789799	9.187499761581421	9.134999752044678	-118.63713143586855	-120.72093291257741				0.0	9.504863948059082	0.0		0.0		0.6127767544387386	0.6881657345532667	0.6696475375139288	-1.5401777203588374	-1.5283776417091333
14	2019-09-27	9.170000076293945	8.989999771118164	9.039999961853027	9.039999961853027	30511000.0	9.031811714172363	-0.08266674677530972	9.312838522855262	58.642800026349086	-3.4188002837792526	44.9233360904003	21.875041909493376	36.92134515131525	70.0717346800685		-78.12495809050662	9.312838522855262	72524378.39795318	0.10401187143513832	-0.002949828341513111	164600.11996116044	1039.8479233664523	121903400.0	0.002436731178611977	-501361.7354500873	9.557116417787336	0.0	8.909550376035908	0.0	9.233333396911622	9.420000076293945	0.0	8.960000038146973	0.0	9.244333394368487	9.244333394368487	0.0	9.021333249409992	0.0	4.0	36.0	-78.35990403391044	0.026666831970214133	9.166782018722603	9.187499761581421	9.134999752044678	-119.73313060431568	-120.01459727917788				0.0	9.48226937335205	0.0		0.0		0.9658120099345117	1.0740741143262211	0.8928562875609058	0.22147853599037148	0.22172398086899303
15	2019-09-30	9.100000381469727	8.9399995803833	9.079999923706055	8.9399995803833	35091400.0	8.931901931762695	-0.1251875936985023	9.271029168955303	51.3013572243918	-3.455730459924361	40.465219969130075	0.0	19.22586850867096	64.8975295461466		-100.0	9.271029168955303	37432978.39795318	0.05111269951613135	-0.027357241118525537	-360221.8095056857	1039.8479233664523	86812000.0	-0.007747664248914966	-320530.48216107336	9.559165636577806	0.0	8.870834430179396	0.0	9.215000033378601	9.420000076293945	0.0	8.9399995803833	1.0	9.211333370208738	9.211333370208738	0.0	8.9973331451416	1.0	64.0	36.0	-101.69456383357456	0.12500011920928955	9.131892412824248	9.187499761581421	9.134999752044678	-118.16027290617545	-119.31364948178809				0.0	9.4605785816333	0.0		0.0		1.0515151567695535	1.0121211963580057	-0.22321939373348698	-1.112362793585664	-1.1061989147312823
16	2019-10-01	9.039999961853027	8.510000228881836	8.960000038146973	8.609999656677246	68778600.0	8.602200508117676	-0.1757648243623624	9.157400568530463	41.56265081545784	-7.815851006259125	29.91493292618594	9.708684827222871	10.527908912238745	56.562465498686706		-90.29131517277713	9.157400568530463	-5391568.357483216	-0.006729868701487225	-0.18879400558354767	-3551180.515663338	1039.8479233664523	18033400.0	-0.025924375719828092	-2926987.600721847	9.618205415309328	0.0	8.740618136541832	0.0	9.17941177592558	9.420000076293945	0.0	8.609999656677246	1.0	9.150000031789142	9.150000031789142	0.0	8.89699986775716	1.0	68.0	36.0	-187.32187960818476	0.2005883385153382	9.051601219570864	9.025000095367432	9.025000095367432	-120.14381774172122	-118.9944804490291				1.1450802064655932	9.4397554215833	0.0		0.0		1.0906514294977003	0.8441926529289	-3.906254240843854	-3.761126368367629	-3.691274487642715
17	2019-10-02	8.619999885559082	8.40999984741211	8.5600004196167	8.510000228881836	47520800.0	8.502291679382324	-0.24972229533725354	9.028099588640895	31.877400027548703	-9.275051971691123	27.56921827298747	8.849590384263195	6.186091737162019	48.765037853002546		-91.1504096157368	9.028099588640895	-7654299.171603043	-0.009019265845376472	-0.11489717762202481	-3722733.700337165	1027.770780337736	-29487400.0	-0.03916482725247966	-3090729.4464497836	9.667475859322213	0.0	8.61696863174631	0.0	9.142222245534262	9.420000076293945	0.0	8.510000228881836	1.0	9.069666671752929	9.069666671752929	0.0	8.816666507720946	1.0	72.0	36.0	-218.9006366655707	0.21777741114298443	8.96827799023409	8.974999904632568	8.974999904632568	-124.11438854460192	-119.28871316222886				2.2115406658120578	9.383970110021211	0.0		0.0		1.2616279601663718	0.764534863573344	-5.0223192784517146	-1.1682309083838938	-1.1614335863284087
18	2019-10-03	8.710000038146973	8.25	8.5	8.710000038146973	58626600.0	8.702110290527344	-0.33573691719456633	8.990468804557572	40.32177657415212	-6.944440623633742	38.034560435765314	35.6589187402923	18.07239798392612	43.39246490737266		-64.3410812597077	8.990468804557572	50972300.82839696	0.05618097373798227	-0.027461819625747588	-1515870.483451361	1027.770780337736	29139200.0	-0.03748361410067922	825904.5543837105	9.665944630757954	0.0	8.573002785848749	0.0	9.119473708303351	9.420000076293945	0.0	8.510000228881836	0.0	8.98333333333333	8.98333333333333	0.0	8.700333150227863	0.0	72.0	36.0	-175.5967120688192	0.2605264061375667	8.928542920682228	8.857500076293945	8.894999980926514	-126.18572287286689	-119.89833182183949				3.3771466118582736	9.306052489012483	0.0		0.0		1.206127951673445	0.7520891831080202	-2.790178559549461	2.322982576317134	2.35017395870758
19	2019-10-04	8.699999809265137	8.539999961853027	8.609999656677246	8.569999694824219	52272800.0	8.562236785888672	-0.4032500743865963	8.935406938656921	40.56578526399479	-8.635398824459163	34.29868853231612	24.806178626901158	23.104895917152216	37.626026568235794		-75.19382137309884	8.935406938656921	18301645.043164622	0.019072947407129996	0.04285203255882791	-2344776.121021402	1011.2508880904118	-23133600.0	-0.03442275463219151	537619.2887863073	9.67600691428106	0.0	8.507993100977728	0.0	9.092000007629395	9.420000076293945	0.0	8.510000228881836	0.0	8.901999982198078	8.901999982198078	0.0	8.622999795277911	1.0	72.0	36.0	-142.19287862489773	0.3280000686645508	8.873382424396379	8.847500085830688	8.894999980926514	-129.48640718232747	-121.30743972305419				4.419450142440672	9.200447240111234	0.0		0.0		1.2022790900376688	0.8176638308231698	-4.352682384624296	-1.6204098244175125	-1.6073518106727636
20	2019-10-07	8.649999618530273	8.479999542236328	8.550000190734863	8.5600004196167	32170400.0	8.552247047424316	-0.46947632290068064	8.887275899345697	34.803990928522694	-9.129507958725949	34.04150307527776	24.031040990993322	28.165379452728924	32.92876274482742		-75.96895900900668	8.887275899345697	16409587.050816452	-0.005784999808374705	-0.029064158593219504	-2055762.4870377714	1010.0709842054711	-55304000.0	-0.037157462189274244	-877743.4676033513	9.69856525396104	0.0	8.445434799444723	0.0	9.07200002670288	9.420000076293945	0.0	8.510000228881836	0.0	8.827333291371662	8.827333291371662	0.0	8.550333150227862	0.0	72.0	36.0	-136.20072791822946	0.29799985885620117	8.825169808276428	8.8125	8.894999980926514	-130.06983062105536	-122.70607563334858				5.388007847466591	9.105402516100112	0.0		0.0		1.20621472046716	0.7796609393256018	-4.464281437804518	-0.11674578256197776	-0.116677661185427
21	2019-10-08	8.5	8.270000457763672	8.479999542236328	8.279999732971191	45502400.0	8.272500038146973	-0.5167728424072262	8.817210350246528	34.77442152692271	-11.632872635012346	27.76353724029468	2.3255607642110414	17.054260127368504	26.329600230198828		-97.67443923578895	8.817210350246528	-25136361.420813754	-0.07095623707369804	-0.0909837029435213	-3582182.5951778833	1010.0709842054711	-100806400.0	-0.04235262619713594	-1525935.5090360926	9.742944012164953	0.0	8.315055980205651	0.0	9.028999996185302	9.420000076293945	0.0	8.279999732971191	1.0	8.752999941507975	8.752999941507975	0.0	8.491999880472818	1.0	88.0	36.0	-155.4466682555433	0.3110001564025886	8.741297488998699	8.8125	8.894999980926514	-130.92606908680972	-124.16186344397131				6.346166070980839	9.0198622644901	0.0		0.0		1.226519140523841	0.7292817650447977	-7.58928908795421	-3.3257303026980267	-3.2710358985945653
22	2019-10-09	8.369999885559082	8.239999771118164	8.3100004196167	8.350000381469727	32840800.0	8.342436790466309	-0.5272609835085671	8.73658622551997	29.307421755923173	-10.599569110754874	31.180568495871725	8.461584170182423	11.60606197512893	21.51364051560887		-91.53841582981758	8.73658622551997	-2400163.5086250715	-0.1110269008436794	-0.031668111696234416	-2742031.1819795156	1018.610311041725	-67965600.0	-0.049161088273977395	-1210757.6441147083	9.733358305812441	0.0	8.223641759037413	0.0	8.978500032424927	9.420000076293945	0.0	8.279999732971191	0.0	8.674999968210855	8.674999968210855	0.0	8.42699991861979	1.0	88.0	36.0	-135.61623543453695	-0.00849976539611852	8.681097933994241	8.797499895095825	8.889999866485596	-132.94495589176034	-125.7516217168482				7.2356396108380725	8.94287603804109	0.0		0.0		1.295264305770656	0.6740946076256711	-6.808031853573526	0.8418648400448703	0.845418487391858
23	2019-10-10	8.520000457763672	8.3100004196167	8.34000015258789	8.449999809265137	30546100.0	8.44234561920166	-0.515958380699157	8.707467161046406	35.77597214793033	-5.797106379974669	35.849050644479746	18.2608637963019	9.682669576898457	18.28242730067204		-81.7391362036981	8.707467161046406	7781684.865814645	-0.046168672361645846	0.07562383535056325	-1913942.081499388	1030.8091665623458	-37419500.0	-0.04425601664452939	643461.6415334141	9.714700746063752	0.0	8.161299276824433	0.0	8.938000011444093	9.420000076293945	0.0	8.279999732971191	0.0	8.611333306630453	8.611333306630453	0.0	8.36733325322469	0.0	88.0	36.0	-98.71790235094608	0.22199983596801687	8.64554437634361	8.77999997138977	8.889999866485596	-133.1029156318731	-127.23715338657682				8.133892413813378	8.858530886010339	0.0		0.0		1.2638884032217217	0.6944445327475658	-5.691966815965655	1.1904834249148788	1.1975978829573242
24	2019-10-11	8.920000076293945	8.579999923706055	8.59000015258789	8.800000190734863	55835000.0	8.79202938079834	-0.48100002288818366	8.709564102922528	43.59929172986836	-3.930127321770136	48.91195127741596	50.45046051275002	25.724302826411446	17.935779958880822		-49.54953948724998	8.709564102922528	24203798.964480624	-0.04197722285976964	0.2039937350447091	1151231.2586236931	1030.8091665623458	18415500.0	-0.023812765142159513	2678514.327455463	9.667198399344121	0.0	8.15480162735876	0.0	8.91100001335144	9.420000076293945	0.0	8.279999732971191	0.0	8.58133331934611	8.58133331934611	0.0	8.321333281199136	0.0	88.0	36.0	-28.698103970148594	0.10900044441223145	8.66930680932688	8.764999866485596	8.889999866485596	-130.18562802615094	-128.573303955463				9.127105827428496		0.0	8.239999771118164	1.0		1.1005150084417339	0.7886597368007734	-1.7857125751218117	4.058532436166784	4.142016442248475
25	2019-10-14	8.850000381469727	8.640000343322754	8.84000015258789	8.720000267028809	34052700.0	8.712101936340332	-0.4365383404951828	8.70978146698612	45.15467128997633	-3.325944296118609	46.577327829138774	49.48457358480178	39.39863263128456	16.94580812338544		-50.51542641519822	8.70978146698612	16095983.794249788	-0.08807486630674499	-0.003083233010923039	597596.3071081416	1021.4381832790372	-15637200.0	-0.01672182175830337	2003125.1824681354	9.606549238705188	0.0	8.149450803256482	0.0	8.878000020980835	9.420000076293945	0.0	8.279999732971191	0.0	8.555666700998941	8.555666700998941	0.0	8.290666739145914	0.0	84.0	32.0	-29.859285767271384	0.16199994087219238	8.677105802819485	8.734999895095825	8.889999866485596	-130.28626999382368	-129.7002430945855	-0.14312849072206824			10.0976346167295		0.0	8.25359977722168	0.0		1.1135129659695655	0.8594594009433123	-2.6785688626827175	-0.9132474615119346	-0.9090900224102638
26	2019-10-15	8.920000076293945	8.609999656677246	8.739999771118164	8.890000343322754	38834300.0	8.88194751739502	-0.35344438906069087	8.715422303674101	44.5522637054683	-1.659287822602229	51.83810216978335	67.01034982140733	55.64846130631972	17.24213949702735		-32.98965017859267	8.715422303674101	47414044.74164703	-0.0768162014158094	0.01596489356014165	1455344.543638687	1021.4381832790372	23197100.0	-0.011982283943463758	447521.3295369627	9.548862382118214	0.0	8.160137728508007	0.0	8.85450005531311	9.420000076293945	0.0	8.279999732971191	0.0	8.564333375295002	8.564333375295002	1.0	8.321333344777424	0.0	80.0	28.000000000000004	-10.982441328030976	0.08549952507019043	8.709858809050758	8.734999895095825	8.889999866485596	-124.31634495383544	-129.7226826956114	-0.11554334003014333			11.119537195197353		0.0	8.266927783203126	0.0		1.0533327467179634	0.8586665554471051	-0.7812465906941624	1.9307819601337428	1.9495420996342494
27	2019-10-16	9.069999694824219	8.84000015258789	8.859999656677246	8.899999618530273	57841500.0	8.891938209533691	-0.22364277839660573	8.725277347190657	52.67412743407709	-0.4474268873658309	52.13666183775561	70.96770224041609	62.487541882208404	17.53987080585162		-29.032297759583912	8.725277347190657	19750510.102468353	-0.14813552241338127	0.07555116341308873	1330062.9055354092	1021.4381832790372	81038600.0	-0.007305258471994736	822149.8638839271	9.482434855287185	0.0	8.178565205747972	0.0	8.830500030517578	9.420000076293945	0.0	8.279999732971191	0.0	8.60666669209798	8.60666669209798	1.0	8.361666711171466	0.0	76.0	24.0	22.988462255635213	-0.2205003738403324	8.739111241278374	8.772499799728394	8.889999866485596	-118.01895111965585	-128.8152636119213	-0.09181664628025743			12.121780501615575		0.0	8.279989229064944	0.0		1.01608538577773	0.9142089747621568	-0.6696475375139399	0.11241457315311898	0.11247778201752823
28	2019-10-17	9.09000015258789	8.880000114440918	8.920000076293945	9.039999961853027	32661000.0	9.031811714172363	-0.11086205449597486	8.739383356284586	52.82691578121907	4.994196542648019	56.22803293943169	93.02321197281809	77.00042134488051	18.663923575193493	60.554186011980846	-6.976788027181916	8.739383356284586	36858596.45539136	-0.12887749269550386	0.01928919875132605	1793275.5209252746	1037.505790298289	113699600.0	-0.005716756536791939	578828.6575499458	9.41387117145635	0.0	8.209128878134713	0.0	8.811500024795532	9.369999885559082	0.0	8.279999732971191	0.0	8.65133336385091	8.65133336385091	1.0	8.431333382924397	0.0	72.0	20.0	47.196162207115464	-0.3014997959136956	8.785401813674474	8.777499914169312	8.889999866485596	-111.5273506570563	-126.81981288689119	-0.0610128942022623			13.098341684188522		0.0	8.311589647695314	0.0		0.999999492726587	0.9175531058195167	0.8928562875609058	1.560793630796109	1.5730376328473739
29	2019-10-18	9.100000381469727	8.949999809265137	9.010000228881836	8.960000038146973	39012900.0	8.951884269714355	-0.05833330154418981	8.752795245379632	56.10761803792508	5.287894208720416	53.4180783287614	83.72090186476464	82.57060535933294	18.83070033024979	56.82211380722352	-16.27909813523536	8.752795245379632	3047515.6699481905	-0.1241406899561237	0.015379572310994228	1091232.0145713869	1037.505790298289	74686700.0	-0.0026641270061119556	168523.2464056466	9.341632424751408	0.0	8.240367640098446	0.0	8.791000032424927	9.34000015258789	0.0	8.279999732971191	0.0	8.691333389282224	8.691333389282224	1.0	8.472333335876462	0.0	68.0	16.0	57.16922184567663	-0.08099999427795446	8.812263078977935	8.77999997138977	8.889999866485596	-104.57737790260992	-123.98731814039724	-0.042565357066967735			14.018979083554328		0.0	8.358294277988868	0.0		0.9786661838108867	0.9493332038032013	0.0	-0.8888938939973556	-0.8849549119871458
30	2019-10-21	9.119999885559082	8.760000228881836	8.989999771118164	8.789999961853027	60584800.0	8.782037734985352	-0.018903255462646484	8.753748036440237	56.7910100445052	0.9184836206163146	47.93591848427966	62.50001354650841	79.74804246136371	17.392858970958656	50.46599757436236	-37.49998645349159	8.753748036440237	-47439897.91091685	-0.19515753187619972	-0.05050769260683039	-536004.0764035851	1037.505790298289	14101900.0	0.007213466777939278	-1494735.4786983547	9.2532867142361	0.0	8.273713331540268	0.0	8.763500022888184	9.15999984741211	0.0	8.279999732971191	0.0	8.724000072479246	8.724000072479246	0.0	8.486000061035153	0.0	64.0	12.0	34.64647073281564	-0.19350032806396555	8.808837984035641	8.78499984741211	8.889999866485596	-98.87496567301471	-120.42608442775334	-0.041188342809864054			15.045868792673993		0.0	8.417630766267337	0.0		0.9553067833665387	1.0139662639125198	-1.8973222719885552	-1.9155523887043113	-1.8973222719885552
31	2019-10-22	9.0600004196167	8.609999656677246	8.770000457763672	9.0600004196167	57115100.0	9.051794052124023	-0.0012187451124194837	8.800491881709403	65.56470522149206	5.717628264192499	55.710305948063045	93.18187975685643	79.80093172270983	17.981261536773637	56.07262252671167	-6.818120243143571	8.800491881709403	9675202.08908315	-0.07341526112331548	-0.08272784025892624	1743582.6695423406	1069.374623009176	71217000.0	0.009511276589589177	604902.8154028994	9.26686276678166	0.0	8.269137294253497	0.0	8.768000030517578	9.15999984741211	0.0	8.279999732971191	0.0	8.780000082651771	8.780000082651771	1.0	8.519999949137366	0.0	60.0	8.0	45.37195948567572	-0.20799961090087926	8.84747835874042	8.802500009536743	8.889999866485596	-85.96902535483757	-115.20653659031748	-0.018101604606655997			16.19280640584474		0.0	8.487867678196512	0.0		0.8638737835040377	0.9999997503471423	1.1160756812943928	3.0254459012925228	3.0716775760571524
